uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
63f59524a1ed95fb800eb6fb6a5aee6d,"        googletag.cmd.push(function() {       googletag.display(""dfp-ad-top3_content"");     });      Debido a la contingencia del coronavirus Covid-19, la Feria Internacional de Caballo Texcoco 2020 se efectuará del 16 de julio al 9 de agosto. Hace unas horas, la cuenta de Facebook de la Feria del Caballo Texcoco 2020 dio a conocer el cartel del palenque con las nuevas fechas. Lo que se puede apreciar  en este cartel es que ningún artista que fue anunciado anteriormente canceló su compromiso a esta importante evento. Nuevas fechas palenque Feria del Caballo Texcoco 2020  UN1ÓN Edomex te dice los días que se presentaron los cantantes en el palenque de la Feria Internacional del Caballo Texcoco 2020. Julio 16: Edith Márquez Julio 17 y 18: Banda MS Julio 19: Lalo Mora y Cadetes de Linares Julio 22 y 23: Alejandro Fernández Julio 24: Alejandra Guzmán Julio 25: El Fantasma y Los Dos Carnales Julio 26: María José Julio 29: Invasores de Nuevo León y Lorenzo de Montecarlo Julio 30: Pancho Barraza Julio 31: Alfredo Olivas Agosto 1: Variedad Sorpresa Agosto 2: Bronco Agosto 5: Intocable Agosto 6: La Arrolladora Agosto 7 y 8: Julión Álvarez Agosto 9: Alicia Villarreal Datos desconocidos de la Feria del Caballo Texcoco 2020 Al anunciar el cartel del palenque de la Feria internacional del Caballo Texcoco 2020 con las nuevas fechas, se dio a conocer nueva información sobre los conciertos. Los primero que deben conocer es que la reapertura del taquillas será a partir del 4 de mayo, en un horario de 10:00 a 17:00 horas y en línea a través de Superboletos.  Para el reembolso de los artistas no reagendados igualmente será a partir del 4 de mayo. Además, los artistas con doble presentación, los boletos serán válidos para la primera o segunda fecha en la cual fueron comprados. Los encargados de la Feria recordaron al público que ""todo esto seguido de las normas de cuarentena establecidas por el gobierno federal y acatando toda orden emitida. Te Puede Interesar:  Museo de Van Gogh: Visita a museos virtuales en el mundo por Covid-19  ",Feria del Caballo Texcoco 2020: Nuevas fechas cartel palenque ,http://www.unionedomex.mx/articulo/2020/04/02/recreo/feria-del-caballo-texcoco-2020-nuevo-fechas-cartel-palenque,eluniversal,www.unionedomex.mx,7,173
d13c022e5e14472d8499c5a7369fa58f,"        googletag.cmd.push(function() {       googletag.display(""dfp-ad-top3_content"");     });      La telenovela Como tú no hay 2, que protagoniza Adrián Uribe, bajó considerablemente su rating. Estrenó con más de 4 millones de espectadores y ahora oscila los 2 millones 900 mil personas que lo ven. El tema es que La Rosa de Guadalupe, que es lo más visto, le hereda más de 3 millones 400 mil, por lo cual la baja de rating es considerable. A las 21:30 horas, cuando empieza Sin miedo a la verdad, en su tercera temporada, sube un poco la audiencia, lo que representa un fracaso para Como tú no hay 2, que en lugar de subir o mantener lo que le deja La rosa de Guadalupe, lo baja. Como tú no hay 2 comenzó con una historia afianzada, pero de pronto se perdió y dejó de gustar al público, que ahora está más en casa por la contingencia por coronavirus. Ni Adrián Uribe con doble papel ha logrado que la gente se enganche. Muchos no le perdonan que uno de sus personajes se parezca al “Vítor”. TE PUEDE INTERESAR Aylín Mujica, mujer fatal en Como tú no hay 2 Estreno de Destilando amor 2020, lo que debes saber Te la juegas, fracaso en rating de Azteca; Televisa repunta Enamorándonos, ¿por qué sale del aire en Azteca UNO? Silvia Pinal, frente a ti 2020, cuándo inicia   ",Como tú no hay 2 baja rating en Televisa,http://www.unionyucatan.mx/articulo/2020/04/02/espectaculos/como-tu-no-hay-2-baja-rating-en-televisa,eluniversal,www.unionyucatan.mx,3,93
eac8b9a6897508c35ad10d472414c606," Naucalpan.- Una mujer con problemas para respirar y con tos fue auxiliada por una joven en Tecamachalco, quien grabó un video y pide a la gente “¡Quedénse en casa esto es una realidad!”. Al lugar llegaron policías municipales y tras cinco horas de espera, finalmente una ambulancia de Huixquilucan la trasladó a un hospital del IMSS en Naucalpan. En avenida de Los Bosques y avenida de Las Fuentes, una mujer sola de aproximadamente 30 años estaba sentada en el pasto a donde salió a pedir ayuda, luego de que no podía respirar. Una joven que pasaba en su auto se detuvo para auxiliarla y al lugar llegaron patrulleros de Naucalpan, quienes habrían pedido el apoyo de una ambulancia especial. “Estoy aquí en la calle, en Tecamachalco, me paré a auxiliar a una señora, porque no deja de toser, no puede respirar. Ella usa el transporte público, vive sola, no puede respirar, la ví en la calle, me paré a ayudar. ¡Quédense en casa, esto es una realidad, tenemos que guardar distancia. Ella utiliza el transporte público. Tenemos que hacer caso y quedarnos en casa!”, reiteró la joven en un mensaje video grabado. La mujer ingresó a una de las casas de la zona, donde presuntamente trabaja y está sola, en espera de que llegue una ambulancia, confirmaron vecinos de Tecamachalco. EL UNIVERSAL solicitó versión a autoridades de Naucalpan, sobre el auxilio prestado a la mujer enferma, quien luego de más de tres horas permanecía en espera de una ambulancia, toda vez que su condición física no le permitió utilizar un transporte público o taxi. Paramédicos del Instituto Municipal de Atención a la Salud (IMAS) de Naucalpan, llegaron al sitio y proporcionaron auxilio inicial, cubrebocas, una careta y una bata desechable a la mujer, mientras permanecen en espera de una ambulancia equipada para su traslado. Finalmente tras casi cinco horas de espera, una ambulancia de la Cruz Roja de Huixquilucan, trasladó a la mujer que tenía problemas respiratorios a la clínica 194 del IMSS, en la avenida Gustavo Baz en Naucalpan. afcl ","Joven auxilia en la calle a mujer que no puede respirar; “¡esto es una realidad!”, dice",http://www.eluniversal.com.mx/metropoli/joven-auxilia-en-la-calle-mujer-que-no-puede-respirar-esto-es-una-realidad-dice,eluniversal,www.eluniversal.com.mx,8,175
e59405e3c0878beed65bbcd853b08a00,"  Prólogo 1: Hablemos de Manzanas: La Secretaría de Salud tiene 2 manzanas para curar a todo el país. El Tren Maya, la Refinería y la estación camionera en Santa Lucía tienen 55. El gobierno federal inventa una rifa de avión sin avión para recolectar fondos para la salud porque nada más tiene 2 manzanas. Y yo les pregunto: ¿No sería mejor curar a los enfermos con 57 manzanas, en lugar de que el gobierno federal continúe tirando el dinero a lo nuevo rico?  Prólogo 2: La Sra. Sheinbaum tiene 10,000 manzanas. La delegada de Morena en Colima tiene 1000. La Sra. Sheinbaum extorsiona a los médicos de la Ciudad de México para que colaboren con una cuarta parte de su sueldo a la causa. Estos doctores ganan 1/4 de manzan a. Y la delegada de Morena en Colima, anunció que le va a quitar a los viejitos $500.00 a cada uno para que compren su boleto para la rifa del avión. Estos viejitos reciben del gobierno federal una semilla de la manzana. Ahí se las dejo.  Vamos con la Carta.  Estimado Don Carlos: Me llamo Florencio. Y como presidente del sindicato de Brujos en Catemaco, y siendo el brujo mayor, me permito escribirle esta carta, para expresarle nuestra preocupación POR LA CANTIDAD DE MENTIRAS que este gobierno le está haciendo a la población día con día.  Y como estos próximos 30 días van a ser catastróficos para este gobierno, quisiéramos alertar a la población de lo que va a suceder con los siguientes pronósticos:  1.- El Desempleo: Le echarán la CULPA a las grandes empresas del Sector Privado por no ayudar.  2.- Cuando mueran los adultos mayores que acudieron a eventos públicos organizados por Morena y el gobierno federal, le echarán la CULPA a los malditos neoliberales.  3.- La falta de ventiladores en los hospitales, será CULPA de los gobiernos anteriores. Sobre todo del gobierno de Felipe Calderón.  4.- La falta de medicina y de equipos médicos será CULPA de los laboratorios corruptos que no entregaron a tiempo absolutamente nada.  5.- Y cuando el gobierno se quede sin dinero y no le alcance la otra mitad de los fondos de estabilización, la CULPA será otra vez de los empresarios por no pagar impuestos.  No olvidemos que la primera mitad de este fondo de estabilización se la chupó el gobierno federal el año pasado en puras idioteces.  6.- Hay un Dr. muy soberbio que se apellida López no sé qué, que miente todas las noches echándole la CULPA a los medios por mentirosos.  7.- Cuando vuelva a subir la gasolina, será CULPA de los otros países de la OPEP por disminuir aún más la producción del petróleo.  8.- Cuando el presidente diga que se lleva de pelos con el presidente Trump. no es cierto. Nuestro presidente le tiene pavor.  9.- Cuando llegue el fin de año y México termine con 10% de decrecimiento, la CULPA será del Covid-19, de los empresarios, de los conservadores y de los neoliberales.  10.- Y cuando los niveles de aceptación del presidente bajen a 38% a finales de mayo, la CULPA será de Carlos Vela, Paulina Rubio y Polo Polo.  Por último Don Carlos: Después de 2 días de ayuno y no dormir, los brujos de Catemaco llegamos a esta conclusión:  Los de Morena además de ser populistas y mentirosos, no tienen la más remota idea de cómo gobernar. [email protected]    ",Carta dirigida a Carlos Alazraki (De parte del brujo mayor de Catemaco),https://www.eluniversal.com.mx/opinion/carlos-alazraki/carta-dirigida-carlos-alazraki-de-parte-del-brujo-mayor-de-catemaco,eluniversal,www.eluniversal.com.mx,8,258
9d5337c824dd6efab3943e72bc0fa343," 0 % PULSO SOCIAL0 Ante la pandemia por coronavirus que enfrenta el mundo, una de las recomendaciones que se ha hecho constantemente, es lavar nuestras manos y evitar tocarnos la cara, a fin de evitar contagio de Covid-19. Pero también es necesario mantener limpia nuestra casa y lugar de trabajo. ¡Ojo! No se trata de limpiar por limpiar. Hay personas que creen que combinando varios productos de limpieza se obtendrán mejores resultados en materia de aseo, pero no necesariamente es así. De hecho, si mezclas productos, podrías dañar tu salud.   Carlos Antonio Rius Alonso, académico de la Facultad de Química (FQ) de la UNAM, señaló que la gente combina cloro, vinagre, agua oxigenada y alcohol, pero muchas de estas sustancias no son compatibles y al mezclarlas, pueden producir reacciones adversas que nos afectan.  (Imagen de mohamed Hassan en Pixabay)   El uso de cloro en la limpieza del hogar Es eficiente para desinfectar superficies. Para trapear pisos o limpiar paredes se puede usar en una solución diluida de 20 mililitros en un litro de agua, pero jamás debe mezclarse con otro tipo de limpiadores, además el área a limpiar debe estar perfectamente ventilada. Hay que recordar que el cloro en su estado natural es un gas, y comprimido se vuelve líquido, “para que pueda disolverse en agua se utiliza una solución alcalina con hidróxido de sodio o sosa y se forma el hipoclorito de sodio”, detalló el académico. Para el uso en casa, el hipoclorito de sodio está al 5%, y si se mezcla con algún ácido como limón, vinagre o productos con ácido clorhídrico, la sosa se neutraliza y genera cloro gaseoso altamente tóxico que puede producir quemaduras graves, paros respiratorios y lesiones en las mucosas de nariz, boca y pulmón. 10 consejos para limpiar y desinfectar TODA tu casa  (Imagen de klimkin en Pixabay)   El cloro con otras sustancias limpiadoras No debes mezclar cloro con alcohol, pues esta combinación produce cloroformo, compuesto que detiene el diafragma (músculo encargado de la respiración) y provocaría un paro respiratorio. Si combinas cloro con limpiadores que contienen amoniaco, se generarán cloraminas, que además de ser altamente tóxicas pueden producir problemas pulmonares y daño al hígado, además de que a largo plazo pueden producir cáncer. Otro producto que jamás debe combinarse con el cloro es el agua oxigenada, pues formaría cloratos o percloratos, que se utilizan en los explosivos. El agua oxigenada y el vinagre tampoco deben mezclarse, pues también puede ser explosiva ya que se oxida el ácido acético y se obtiene ácido peracético. Por último, Ruis Alonso pidió no usar alcohol para limpiar los pisos debido a que es altamente flamable, así que hay que usarlo con precaución. Recordó que el mejor aliado en esta contingencia por Covid-19 es el jabón, y que el uso exagerado de alcohol para limpiar las manos puede generar dermatitis y abrir la puerta de entrada para otros patógenos. Así que ya lo sabes, es recomendable limpiar, pero sin exagerar ni mezclar productos de limpieza. ¡Cuida tu salud!  (Imagen de ivabalk en Pixabay) Con información de UNAM. TARJETA:         Ver esta publicación en Instagram  En estos días, todos usamos #gelantibacterial, pero ¿#SabíasQue fue creado en 1966? Para más #curiosidades visita de10.com.mx y sigue nuestras redes sociales . . . . . . . #salud #coronavirus #cuarentena #quedateencasa #encasa #datosnerds #curiosidadesnerds Una publicación compartida de  De10.mx (@de10mx) el 1 Abr, 2020 a las 10:42 PDT    ",unam jamas debes mezclar los productos de limpieza por tu salud,https://de10.com.mx/vivir-bien/unam-jamas-debes-mezclar-los-productos-de-limpieza-por-tu-salud,eluniversal,de10.com.mx,7,307
aefc99a2dbf6338f2d427b0b84f1aef5,"        googletag.cmd.push(function() {       googletag.display(""dfp-ad-top3_content"");     });      De acuerdo con el último corte informativo de la Secretaría de Salud federal, con fecha del 16 de abril, en México hay 486 muertos y 6,297 casos confirmados de coronavirus Covid-19.  El 18 de marzo se registró la primera muerte por coronavirus en México: un paciente hombre de 41 años quien padecía diabetes y comenzó con síntomas el 9 de marzo. El 20 de marzo se confirmó el deceso de un hombre que vivía en Durango, tenía 74 años, que padecía hipertensión y que padecía Covid-19.  El 23 de marzo se informó la muerte de dos personas más por Covid-19: un paciente en Jalisco que murió en una clínica del IMSS y uno más en la CDMX. El 24 de marzo se dio a conocer el quinto fallecimiento por Covid-19. El sexto deceso se registró la sexta muerte por coronavirus en el país El 26 de marzo se registraron otras dos muertes por Covid-19. El 27 de marzo se informó la muerte de dos personas más.  La cifra de muertos por coronavirus en México el 16 de abril asciende a 486 personas. TE PUEDE INTERESAR: ¿Dónde me puedo hacer la prueba de coronavirus? Hasta el 23 de marzo, la Secretaría de Salud mantuvo la Fase I, debido a que los casos de coronavirus. La mañana del 24 de marzo se dio a conocer que México pasó a la Fase II de la contingencia por Covid-19. Los tres niveles o fases de contingencia por coronavirus son:   Importación viral. Se presentan decenas de casos importados o de contacto con alguna persona infectada que importó el virus; las autoridades pueden determinar el origen de estos,   Dispersión comunitaria. Se presentan cientos de casos. Se pierde el origen de los contagios. Las personas comienzan a contagiarse unas a otras sin haber tenido contacto con alguna persona que importó el virus.   Epidémico. Se registran miles de casos.   Casos de coronavirus por estado en México 15 de abril    ESTADO   CASOS DE CORONAVIRUS   Aguascalientes 65   Baja California 464   Baja California Sur  165   Campeche 43   Coahuila 195   Ciudad de México 1,686   Chiapas 48   Chihuahua 83   Colima 7   Durango  16    Estado de México 659   Guanajuato 91   Guerrero 97   Hidalgo  64    Jalisco 176   Michoacán 70   Morelos 56   Nayarit 27   Nuevo León 150   Oaxaca 50   Puebla 291   Querétaro 69   Quintana Roo 269   San Luis Potosí 56   Sinaloa 292   Sonora 78   Tabasco 210   Tamaulipas 60   Tlaxcala 58   Veracruz 106   Yucatán 128   Zacatecas 18    Casos de coronavirus en México al 16 de abril: 6,297. La información para este contenido se basa en la tabla de CASOS CONFIRMADOS POR COVID que elabora el Instituto de Diagnóstico y Referencia Epidemiológicos. Para consultar la información oficial puedes dar clic en este enlace.  La información de esta tabla considera los casos CONFIRMADOS, no los sospechosos. La actualización se realiza conforme al reporte que realiza en gobierno federal.  ÚLTIMA ACTUALIZACIÓN DEL CONTENIDO: 16 DE ABRIL A LAS 19:13 HORAS Gráfica. Casos de coronavirus en México confirmados por Secretaría de Salud   Casos de coronavirus por día en MéxicoInfogram   Medidas de prevención del coronavirus Covid-19 La Dirección General de Promoción de la Salud señala que es importante fortalecer las siguientes medidas para evitar el contagio de coronavirus:   Lavarse las manos frecuentemente con agua y jabón o utilizar gel con base de alcohol al 70%.   Al toser o estornudar, utilizar el estornudo de etiqueta, que consiste en cubrirse la nariz y boca con un pañuelo desechable o con el ángulo interno del brazo.   No tocarse la cara, la nariz, la boca y los ojos con las manos sucias.   Limpiar y desinfectar superficies y objetos de uso común en: casas, oficinas, sitios cerrados, transporte, centros de reunión, etc.   Quedarse en casa cuando se tienen padecimientos respiratorios y acudir al médico si se presenta alguno de los síntomas (fiebre mayor a 38°C, dolor de cabeza, dolor de garganta, escurrimiento nasal, etc.)   Estados con suspensión de clases por coronavirus El sábado 14 de marzo, el secretario de Educación Pública, Esteban Moctezuma Barragán, informó que los niños dejarán de ir a clases el próximo 20 de marzo y regresarán a la escuela hasta el 20 de abril. Esto como parte de las medidas para evitar contagios de coronavirus o Covid-19. Sin embargo, los gobiernos de nueve estados del país decidieron adelantar la suspensión de clases. En un inicio, el calendario escolar contemplaba las vacaciones de Semana Santa 2020 del 6 al 17 de abril de 2020. Nueve estados del país suspendieron clases debido al coronavirus Covid-19 a partir de este martes 17 de marzo. Se trata de Guanajuato, Jalisco, Yucatán, Sonora, Veracruz, Tlaxcala, Michoacán y Tamaulipas.  El gobierno de Querétaro anunció la suspensión de clases en todos los niveles educativos, tanto en planteles públicos como privados, a partir del próximo miércoles 18 de marzo. Esto para dar un periodo de ajuste a aquellos padres de familia que no cuentan con apoyo inmediato para dejar a sus hijos en casa. ¿Por qué se llama coronavirus? El virus recibe este nombre porque al ser visto bajo el microscopio electrónico parece tener una corona, como la que rodea al sol. ¿Cómo saber si tienes coronavirus? Síntomas de Covid-19 Los síntomas más comunes del nuevo coronavirus son: fiebre, cansancio y tos seca.  La OMS señala que hay pacientes que presentan dolores o malestar general, congestión nasal, rinorrea, dolor de garganta e incluso diarrea.  Dichos síntomas son leves y aparecen de forma gradual. En los casos más graves, se presenta dificultad para respirar.  Hay personas infectadas por coronavirus que no presentan síntomas. La mayor parte de los pacientes enfermos de Covid-19 se recuperan al paso de los días, sin tratamiento especial. La única forma de saber si tienes coronavirus es a través de una prueba de confirmación realizada por el Instituto de Diagnóstico y Referencia Epidemiológicos (InDRE).  Cuando existe un caso sospechoso de coronavirus, un especialista en epidemiología debe tomar la muestra que debe ser enviada al InDRE.    ¿Cuál es el origen del coronavirus? Los coronavirus son virus que causan enfermedades en humanos y animales. Las enfermedades más graves causadas por coronavirus en humanos son el síndrome respiratorio de Oriente Medio (MERS) y el síndrome respiratorio agudo severo (SARS). En diciembre de 2019 se detectó un nuevo tipo de coronavirus en la ciudad de Wuhan, China. El brote se extendió con rapidez. En un inicio fue conocido como neumonía de o coronavirus de Wuhan. El Covid-19 puede haberse transmitido originalmente por contacto directo entre animales y humanos (zoonosis).  Las primeras versiones del origen del coronavirus apuntaban a que éste se originó en el mercado pescados, mariscos y especies exóticas de Wuhan. También se mencionó que el pangolín (un mamífero asiático en peligro de extinción), habría sido la especie que transmitió el Covid-19 a los humanos. Sin embargo, ambas versiones ya fueron descartadas. TAMBIÉN TE PUEDE INTERESAR: Regreso a clases será 30 de abril: SEP Primera muerte por coronavirus en Yucatán: Casos al 3 de abril  Coronavirus: Laboratorios privados donde hacen la prueba Covid-19  Coronavirus: Canales dónde pasan clases de la SEP por contingencia Casos de coronavirus en el Estado de México | Covid-19 Qué hacer en cuarentena para no aburrirse Coronavirus: ¿Qué va a pasar con Jóvenes Construyendo el Futuro? ¿Cómo hacer tu gel antibacterial casero para manos con alcohol? Coronavirus: 15 datos que debes saber sobre la pandemia de Covid-19 Medidas preventivas por Coronavirus en Puebla Odalys Ramírez tiene coronavirus, famosos con Covid-19 Cuántos casos hay de coronavirus en Yucatán ¿Cuántos casos de coronavirus hay en Jalisco?  ¿Cuántos casos de Coronavirus hay en el Estado de México? Coronavirus obliga a suspender desfile del 5 de mayo en Puebla Ya son 15 los infectados por coronavirus en Puebla    ",Casos de coronavirus en Mexico por estado | Estadísticas Covid-19,http://www.unionguanajuato.mx/articulo/2020/03/18/cultura/casos-de-coronavirus-en-mexico-por-estado-estadisticas-covid-19,eluniversal,www.unionguanajuato.mx,4,649
d52852d77751d75e4332d4546e9f11a4," Guaymas, Sonora.- Un comando  irrumpió en el área de urgencias del Hospital General de Guaymas para asesinar a una mujer de 23 años que había ingresado minutos antes para ser atendida por lesiones de arma de fuego, en ambas piernas.  La joven, primero fue herida -a media noche-, en el sector conocido como ‘El Banquetón’, de la colonia Golondrinas, en la calle 31 avenida 17. También lee: Ataque en bar deja 2 muertos y 10 heridos, en Morelos  Recibió primeros auxilios en el lugar por socorristas de la Cruz Roja y posterior fue trasladada al nosocomio para recibir atención médica. La víctima identificada con el nombre de Yoana Michel “N”, fue ubicada alrededor de las 2:30 horas en el área de urgencias por los hombres armados. Según se observa un video difundido en redes sociales, los atacantes hicieron varios disparos que impactaron en la pared y equipo hospitalario. También lee: Comando ejecuta a 7 personas en Celaya; un niño entre las víctimas    En medio del caos, personal médico buscó resguardarse mientras llegaban elementos de la Policía Municipal, apoyados por personal de la Policía Estatal de Seguridad Pública y de la Secretaría de Marina-Armada de México. Trascendió que en esos momentos, la mujer agredida no contaba con custodia policiaca por lo que los sujetos tuvieron fácil acceso. vare ",Comando irrumpe hospital y asesina a una paciente en Sonora,http://www.eluniversal.com.mx/estados/comando-irrumpe-hospital-y-asesina-una-paciente-en-sonora,eluniversal,www.eluniversal.com.mx,6,115
0e3e01c7be6fca389d1f6e382801763e," La pausa que sufrió la Liga MX gracias a la pandemia que se vive en el mundo por el Coronavirus orilló a que los clubes del máximo circuito tuvieran participación pero en un torneo virtual para mantener a los aficionados y fanáticos del deporte entretenidos. Cada club eligió a tres futbolistas para que los represente en la eLiga MX, la cual ya celebró sus primeras dos jornadas. Al ser una competencia virtual, ningún jugador corre un riesgo físico, o bueno eso parecía. Puedes leer: ""Nahuel Guzmán se luce como narrador en eLiga MX"" Algunos han tomado con mucha seriedad su participación en la eLiga MX que han entrenado arduamente para hacer una buena participación, tanto que hasta los dedos se han lesionado, como el caso del futbolista de Santos Josecarlos Van Rankin. “Nuestro 'gamer' Josecarlos Van Rankin sufrió una lesión a raíz de la alta exigencia en sus juegos de preparación”, se lee en un comunicado emitido por el conjunto lagunero.    Uyyy, nuestro @vanrankin0 estuvo entrenando tan fuerte en el #FIFA20 que tuvo una fatiga muscular en el dedito gordo y causa baja de la #eLigaMX   Su lugar será ocupado por @LaloAguirre146.#TuCasaTuCancha#ModoGuerrero  — Club Santos (desde ) (@ClubSantos) April 16, 2020  El diagnostico médico es una fatiga muscular en el dedo pulgar de la mano derecha, los que lo llevará a ser baja del torneo y su lugar lo ocupará Eduaro Aguirre.         ",Josecarlos Van Rankin se lesiona y es baja de la eLiga MX,http://www.eluniversal.com.mx/universal-deportes/futbol/eliga-mx-josecarlos-van-rankin-se-lesiona-y-es-baja-del-torneo-virtual,eluniversal,www.eluniversal.com.mx,7,120
a7d33508099130d0d757976c76f3dadc," La secretaria de Trabajo y Fomento al Empleo, Soledad Aragón, informó que, de los más de 56 mil despidos que se registraron durante las primeras semanas de marzo, se identificó que en el caso de 123 empresas involucradas se trata de outsourcing, las cuales justificaron que estas bajas corresponden a que eran empleos temporales. “En su gran mayoría son empresas de outsourcing, sobre todo del sector servicios, y algunas otras del sector de la construcción. La mayoría de las empresas me han argumentado que estas bajas responden a que son empleos temporales, que de manera constante tienen altas y bajas. ""Les vamos a dar un seguimiento para ver si efectivamente son estas altas y bajas”, explicó la funcionaria.  Detalló que varias de las empresas han enviado por correo electrónico su argumentación por escrito, incluso algunas han adjuntado nóminas para que tanto su dependencia como el IMSS corroboren que son altas y bajas que responden a la actividad que se realizan, y también a que son empleos temporales.  También lee: Desempleo masivo de trabajadores de gobierno “También es importante señalar que hemos identificado a otras empresas que sí parecieran ser lo que se le llama outsourcing ilegal, que efectivamente despidieron a sus trabajadores o los dieron de baja.  ""A estas empresas les vamos a enviar una inspección del trabajo, pero estamos trabajando de manera coordinada el IMSS, el SAT y la STyFE para que lleguemos de manera conjunta a la inspección laboral con estas empresas y emitir las sanciones correspondientes”, dijo. ",CDMX identifica 123 empresas outsourcing en 56 mil despidos en marzo,http://www.eluniversal.com.mx/metropoli/cdmx/cdmx-identifica-123-empresas-outsourcing-en-56-mil-despidos-en-marzo,eluniversal,www.eluniversal.com.mx,7,115
c3493fed166449c5d655ad7c2213c0b5," En estos tiempos de cuarentena, todos lidiamos de maneras distintas con el encierro. Además de ver películas, hacer tours virtuales o aprender idiomas, algunas personas han explotado su creatividad a través de textos, videos e imágenes. Para reunir todas las manifestaciones visuales posibles, ya existe un proyecto llamado “Museo de Arte del Covid”, y es totalmente virtual.  En realidad se trata de una cuenta de Instagram creada por tres amigos publicistas originarios de Barcelona, de acuerdo con el diario La Nación. Su intención es compartir toda clase de muestras creativas de personas provenientes de distintos contextos pero unidas por una misma situación: la cuarentena (obligada o no) para detener el contagio del coronavirus Covid-19.  Leer también: 7 grandes misterios que guardan la Antártida en sus profundidades                       Ver esta publicación en Instagram                                              Una publicación compartida por CAM The Covid Art Museum (@covidartmuseum) el 15 de Abr de 2020 a las 1:51 PDT     Tal vez el concepto de “arte” pueda generar muchos debates, pero sin duda resulta interesante conocer las reflexiones que otras personas presentan de manera visual, e incluso sentirse identificados con ellas.  Si quieres conocer el Museo de Arte del Covid puedes buscar la cuenta de Instagram como @covidartmuseum . Ahí encuentras toda clase de trabajos que brillan por su originalidad: fotografías, ilustraciones, animaciones, videos y hasta memes. Incluso es posible encontrar obras de arte famosas mundialmente que han sido intervenidas.                       Ver esta publicación en Instagram                                              Una publicación compartida por CAM The Covid Art Museum (@covidartmuseum) el 30 de Mar de 2020 a las 7:58 PDT     También puedes formar parte del Museo de Arte del Covid. Si tienes alguna imagen o video que quieras compartir, debes ingresar a este formulario. Te piden varios datos, como una biografía breve, descripción de la obra y si hiciste el trabajo durante la cuarentena; ahí mismo subes el archivo.   Hasta el momento, el Museo de Arte del Covid tiene más de 250 publicaciones, y se actualiza varias veces al día. A continuación te mostramos algunas de sus obras.  Leer también: 12 cosas que seguro no sabías sobre la Catedral de Notre Dame 1. Una de las últimas publicaciones muestra el aislamiento representado con una animación de cajas de cerillos.                      Ver esta publicación en Instagram                                              Una publicación compartida por CAM The Covid Art Museum (@covidartmuseum) el 15 de Abr de 2020 a las 7:07 PDT    2. ¿Alcanzas a distinguir el mensaje en la esclerótica de este ojo?                      Ver esta publicación en Instagram                                              Una publicación compartida por CAM The Covid Art Museum (@covidartmuseum) el 15 de Abr de 2020 a las 3:11 PDT    3. Los tonos Pantone del año, según este usuario de Instagram.                      Ver esta publicación en Instagram                                              Una publicación compartida por CAM The Covid Art Museum (@covidartmuseum) el 13 de Abr de 2020 a las 3:13 PDT    4. Algunas personas han visto que, entre todas las cosas malas que ha traído esta pandemia, tal vez puedan quedarnos enseñanzas importantes respecto al mundo que nos rodea.                       Ver esta publicación en Instagram                                              Una publicación compartida por CAM The Covid Art Museum (@covidartmuseum) el 24 de Mar de 2020 a las 1:22 PDT    5. Esta es una de nuestras imágenes favoritas.                        Ver esta publicación en Instagram                                              Una publicación compartida por CAM The Covid Art Museum (@covidartmuseum) el 8 de Abr de 2020 a las 11:10 PDT    Leer también: Guanajuato da descuentos en viajes para después de la cuarentena  ",Ya existe un Museo de Arte del Covid y es totalmente virtual,http://www.eluniversal.com.mx/destinos/ya-hay-un-museo-de-arte-del-coronavirus-y-es-totalmente-virtual,eluniversal,www.eluniversal.com.mx,6,305
